Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,160360,CCK,DG basket,"""The basket type of VIP [vasoactive intestinal polypeptide] cells contains CCK [cholecystokinin] but
not CR [calretinin], whereas those projecting to the hilus are immunoreactive
for CR but not for CCK (Hajos et al., 1996). The VIP-positive
cells that project to the hilus have a target selectivity (Section
III.5.c) complementary to that of some CCK-containing basket
cells. Hilar collaterals of these CCK-positive basket cells predominantly
innervate the mossy cells (Leranth and Frotscher,
1986; L. Acsady and T.F. Freund, unublished observations),
whereas the VIP-CR-positive cells with hilar projection innervate
mostly GABA[gamma-aminobutyric acid]ergic interneurons (specifically cells immunoreactive
for SPR Section IV.6.0 in the same region. VIP-containing
basket cells account for only a small proportion of CCK-positive
basket cells in this region, and both the CCK- and the VIP-CCKcontaining
neurons represent basket cell populations that show
no overlap with the PV[parvalbumin]-containing neurons (Gulyas et al., 1991b;
Acsady et al., 1996a).""",p 397 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160362,VIP,,"""Hippocampus. VIP[vasoactive intestinal polypeptide]-positive neurons are present in all layers of
the CA1 and CA3 subfields, with higher frequency in strata pyramidale,
lacunosum-moleculare, and the bordering radiatum. The
somata are relatively small and fusiform, and the predominant
dendritic orientation is vertical. The dendritic trees of cells in
strata pyramidale, radiatum, and oriens are mostly bipolar or
bitufted, and the majority appear to span all layers. The ascending
branches often form a profuse tuft upon entering stratum lacunosum-
moleculare, but those of another type with a larger soma
in stratum pyramidale branch proximally and do not reach stratum
lacunosum-moleculare. VIP-positive neurons in strata lacunosum-
moleculare or distal radiatum usually have only an upper
tuft, which is confined to the stratum lacunosum-moleculare.
Three major types of axon collaterals can be observed in the
hippocampus, each originating from different VIP-positive neurons
(Acsidy et al., 1996a,b). The first type innervates the horizontal
0-LM [oriens-lacunosum moleculare] cells at the stratum oriens-alveus border, whereas
the second type forms multiple contacts on interneurons in stratum
radiatum (Section 111.5). Both of these types are known to contain the calcium-binding protein CR [calritinin] and lack CCK [cholecystokinin]. The third
type gives rise to axon terminals in stratum pyramidale, which
surround the cell bodies of pyramidal neurons. These cells contain
CCK but not CR and have a proximally branching bitufted
dendritic tree that does not reach stratum lacunosum-moleculare.""",p 397 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160364,VIP,"CCK basket, IS-II, III","""Thus, VIP[vasoactive intestinal polypeptide]-positive neurons in the hippocampus are of three
morphologically and neurochemically distinct types, one of which
is a basket cell that also contains CCK [cholecystokinin] but not PV [parvalbumin]. This observation
confirms that there are at least two neurochemically different
types of basket cells: one contains CCK and VIP, and the
other contains the calcium-binding protein PV. The remaining
two types of VIP-positive cells do not contact pyramidal cells.
Instead, they selectively innervate well-defined classes of other interneurons,
either at the stratum oriens-alveus border (0-LM [oriens-lacunosum moleculare]
cells) or in stratum radiatum (Section 111.5).""",p 399 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160366,nNOS,DG basket,"""Dentate gyrus. Interneurons immunoreactive for nNOS [neruronal nitric oxide synthase] (or
staining for NADPH-diaphorase) in the dentate gyrus are most
abundant in the hilus (Fig. 23). Numerous cells are also present
in stratum granulosum, where they are concentrated near the hilar
border (Valtschanoff et al., 1993). Cells in the deep hilus have
generally large cell bodies and bitufted or multipolar dendritic
trees, which are moderately spiny, and rarely enter the granule
cell layer. Large hilar cells at the border of the granule cell layer
display the typical morphological features of basket cells known
from Golgi and immunocytochemical studies (CCK [cholecystokinin], PV [parvalbumin]). They
have prominent apical dendrites crossing stratum moleculare and
several basal dendrites in the hilus. Cells in stratum granulosum
have smaller, fusiform, or pyramidal-shaped somata and a radially
running apical dendrite, which forms a tuft that often reaches
the fissure or the pial surface. Basal dendrites also emerge from
the soma and run in the subgranular polymorph zone, emitting
only a small number of branches. Multipolar or radially oriented
bitufted cells are also present in stratum moleculare. Dendrites of
the multipolar and radial bitufted cells are varicose and spine free.
The staining intensity of small neurons is generally weaker than
that of large cells.""",p 400 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160368,nNOS,,"""Axonal staining is remarkably dense in stratum moleculare, especially
in the outer two-thirds, whereas the inner one-third displays
a strong homogeneous background (fine granular) staining.
Thick main axons originating from nNOS [neuronal nitric oxide synthase]-positive cells in
CA1 often cross the hippocampal fissure to terminate in the dentate
hilus (Sik et al., 1994).""",p 400 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160370,nNOS,,"""NOS[nitric oxide synthase]-positive cells of the other group, i.e., those with large somata
(20-35 micrometers in diameter) and intense staining of the entire
dendritic tree, are located mostly in stratum radiatum, near stratum
Iacunosum-moleculare. These cells are typically found close to
the subicular border. Another common location of these cells is
stratum oriens of the CA1 region, where they have largely horizontal
dendrites.  A few branches often penetrate through stratum
pyramidale to enter stratum radiatum.""",p 400 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160372,nNOS,,"""Dense axon arborizations can be seen in stratum lacunosum-moleculare
and to some extent in distal stratum radiatum. Except
for the main axon trunks, which usually course radially, all collaterals
are densely varicose, with a predominant horizonxal orientation.
Varicose fibers are sparse but consistently present in
other layers. Axons can be followed only from the strongly stained
large neurons. Neurons in stratum oriens have axon collaterals directed
toward stratum lacunosum-moleculare.""",p 400 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160374,nNOS,,"""In the dentate gyrus, the majority (95%) of hilar SOM[somatostatin]-containing neurons were also shown
to be immunoreactive for NOS [nitric oxide synthase]. In the same region, only a negligible
number (5%) of PV[parvalbumin]-positive cells contained NOS immunoreactivity
(Dun et al., 1994; Divila et al., 1995). NOS-positive
cells located at the base of the granule cell layer have
pyramidal-shaped somata and prominent apical dendrites that
penetrate stratum moleculare. These cells are never immunoreactive
for SOM. Although they have morphological features typical
of pyramidal basket cells, they lack PV.""",p 400 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160376,nNOS,,"""In the hippocampus, the correspondence between NOS[nitric oxide synthase]-containing
and other neurochemically defined cell groups is even less
clear. The majority of SOM[somatostatin]- and PV[parvalbumin]-positive cells in stratum
oriens of the CA1 and CA3 regions appears to be negative for
NOS (Dun et al., 1994; Divila et al., 1995). Because there are
no data available on the coexistence of NOS with other neuropeptides
and calcium-binding proteins, one can only speculate about the identity of these cells on the basis of morphology and
laminar distribution. The large intensely stained NOS-positive
cells in distal stratum radiatum or in strata pyramidale and oriens
may correspond to a subset of NPY[neuropeptided Y]-positive cells, which project
primarily to stratum lacunosum-moleculare. Their axons may
cross the hippocampal fissure to terminate in the dentate gyrus.
The small faintly stained fusiform cells with bipolar or bitufted
dendritic tree in strata radiatum and pyramidale may correspond
to several interneurons types, e.g., VIP[vasoactive intestinal peptide]-, CR[calretinin]-, CCK[cholecystokinin]-, and CB[calbindin]positive
neurons (Fig. 22). Double-labeling studies are required
to establish the precise correspondence of NOS-positive cells with
any of these cell groups.",p 400 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,,,,,,,,,,,,,,,,,,
,160408,CR,EC layer I MPN,"""MPNs [multipolar neurons in the entorhinal cortex] are quite often positive for calretinin (CR) and
GABA[gamma aminobutyric acid]ergic, and two types have been described. Small CR
positive MPNs are more often located just deep to layer Ia
[108], whereas CR positive MPNs with a laterally extending
dendritic tree are mainly located deep in layer I [108].""",p 6 left mid,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160410,CB; NPY,EC layer I MPN,"""A minority of CR [calritinin] positive layer I neurons can be glutamatergic or contain
calbindin D28K (CB) or neuropeptide-Y (NPY) [113].""",p 6 left bot,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160412,VIP; CCK,EC layer I horizontal ,"""Horizontal neurons are GABA[gamma aminobutyric acid]ergic, in LEC [lateral entorhinal cortex] some are positive
for vasoactive intestinal polypeptide (VIP), whereas in MEC [medial entorhinal cortex],
the dendritic terminals can stain positive for cholecystokinin
(CCK) [115117].""",p 6 right top,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160414,CB,EC layer II stellate,"""Most stellate cells are excitatory presumably using glutamate
as their main transmitter [123126] and some also stain
positively for CB [107].""",p 6 right mid,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160416,"VIP; CCK, SOM; NPY",EC layer II MPNs,"""Interneurons within layer II [of the entorhinal cortex] are described as MPNs [multipolar neurons],
bipolar, basket, and chandelier cells. MPNs have polygonal,
fusiform, or round cell bodies with multiple, sparsely spiny
dendrites, extending in all directions, reaching layer I and
deep into layer III. It has been described that the axons of
MPNs travel to the white matter but also form local synapses
within layer II [127, 131]. Morphologically they seem to
be comparable to stellate cells within the MEC [medial entorhinal cortex] but there
are electrophysiological differences. The family of MPNs
contains VIP, substance-P, CCK, SOM, ENK, or GABA and
in the LEC also NPY [117].""",p 7 left mid,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160418,CR; VIP; CCK; NPY,EC layer II bipolar,"""CR [calretinin], VIP [vasoactive intestinal polypeptide], and the corticotrophin releasing factor (CRF)
have been found in subpopulations of bipolar cells. In the
LEC [lateral entorhinal cortex] also ENK, CCK [cholecystokinin] and NPY [neuropeptide Y] might be present in this class
of neurons [115, 117, 119, 131].""",p 7 left bot,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160420,CCK; PV,EC layer II basket,"""Fast spiking basket-like cells have small spherical cell
bodies with sparsely spiny dendrites that often ramify into
layer I. The extensive axonal arbor is mainly confined to
layer II. They form basket-like complexes mainly around
the soma of other cells, preferably forming symmetric,
inhibitory synapses with stellate or pyramidal cells [117,
132]. Basket cells are known to contain GAD and maybe
CCK. Throughout the EC, PV positive axons have been
found that form symmetric synapses with principal neurons
in layers II and III. These terminals have a basketlike
axosomatic configuration. Therefore, it is suggested
that basket cells in the whole EC contain PV [117, 132,
133].""",p 7 left bot,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
,160422,PV,EC layer II axo-axonic,"""Vertical chandelier cells that are restricted to MEC [medial entorhinal cortex] issue a
vertically oriented axonal tree that is around 200300 ?m
wide and 300450 ?m high with the main axonal branch
dividing into several collaterals that form the characteristic
vertical aggregations within the upper portion of layer II/III
[134]. Horizontally organized chandelier cells are located in
the MEC and LEC [lateral entorhinal cortex], and their axonal plexi are smaller (250
350 ?m wide and 100200 ?m high) than that of vertically
oriented chandelier cells. Chandelier cells are GABA[gamma aminobutyric acid]ergic,
often PV[parvalbumin]-positive and form symmetric contacts with initial
axon segments of principal cells [135138].""",p 7 right top,,,,,,"Canto CB, Wouterfood FG, and Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,,,
