Word count of material used ,Cross-checked,Entered in axon-dendrite spreadsheet,Altered,ReferenceID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,PMCID,Notes,Replaced,CellType Proofreadby,CellType Proofreaddate,CellType Unique ID,Figure filename,A-D check
,JR,,,612004,DG (+)2201p-CA3 00110 granule cells (GC),"""Plate 5.6.  A: Timm stained MF [mossy fiber] (collateral) terminals [of dentate granule cells], found in normal adult rats to accompany dendrites (arrows), arising from neurons in the limiting subzone just below the dentate granule cell layer or in the dentate hilus, and extending into and sometimes through the dentate granule cell layer.  (g) into the, commissural-associational terminal zone (c/a).""","p110, Plate 5.6","DG (+)2201p-CA3 00110 granule cells (GC)

<small collaterals can extend into SG and SMi>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,,DWW
,JR,,,612005,DG (+)2201p-CA3 00110 granule cells (GC),"""Within the hippocampal region, there are about one million granule cells in the rat fascia dentata [or dentate gyrus] (West et al., 1991), about 10 million granule cells in the domestic pig (Holm and West, 1994) and about 15 million granule cells in man (West and Gundersen, 1990).  Each cell gives rise to a thin, unmyelinated MF [mossy fiber] (diameter 0.1-0.7 microm) (Gaarsk-jaer, 1978a; Amaral, 1979; Claiborne et al., 1986; Acsady et al., 1998), which projects into the subjacent dentate hilus.""","p86, right mid","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:A:DG:H]{#3},
<1 million GCs in rat>,
<Claiborne (1986) is in this packet>,
<Acsady (1998) is in this packet>,
<West (1991) not yet cited>,
<Gaarskjaer (1978) not yet cited>,
<Amaral (1979) not yet cited>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,1,DWW
,JR,,,612006,DG (+)2201p-CA3 00110 granule cells (GC),"""Fig. 1.  Electron microscopy (EM) (A, B) of large MF [mossy fiber] terminals (mft) [of dentate granule cells] from the suprapyramidal MF layer in CA3 of the adult rat hippocampus.  The large terminals and terminal profiles form asymmetric synaptic contacts with a number of dendritic spines (sp).""","p87, Fig. 1","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:A:CA3:SL]{#3},
<asymmetric synapses with dendritic spines>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,1,DWW
,JR,,,612007,"DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:A:CA3:SL_SP]{#4},
<infrapyramidal is interpreted as an extended part of SP>
<septally almost equal infrapyramidal and suprapyramidal projections>,
<temporally lose infra- and intrapyramidal projections>","""At septal levels, MF [mossy fiber] terminals [of dentate granule cells] form an infrapyramidal layer, which extends along the deep side of the CA3 pyramidal cell layer to the CA2-CA1 transition as an almost equal counterpart to the suprapyramidal MF layer.  Many MF terminals are also located within the pyramidal cell layer itself, which at these levels is wide and loosely packed.  Moving temporally, the intrapyramidal and infrapyramidal MF terminals disappear first from the distal (CA3a) and intermediate (CA3b) parts of CA3.""","p90, left mid","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:A:CA3:SL_SP]{#4},
<infrapyramidal is interpreted as an extended part of SP>
<septally almost equal infrapyramidal and suprapyramidal projections>,
<temporally lose infra- and intrapyramidal projections>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,1,DWW
,JR,,,612008,DG (+)2201p-CA3 00110 granule cells (GC),"""Based on Golgi-impregnated brain sections from rabbit, guinea pig, macaque and rodents, Ramon y Cajal (1893) and Lorente de No (1934) described the large, irregular MF [mossy fiber] terminals [of dentate granule cells] as ""boutons en passant'' which contacted the proximal dendrites of the large pyramidal cells of regio inferior (CA3), and characterized them by the presence of ""thorny excrescences'' or complex spines.""","p91, left bot","DG (+)2201p-CA3 00110 granule cells (GC)

<mossy fibers have en passant boutons>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,,DWW
,JR,,,612009,DG (+)2201p-CA3 00110 granule cells (GC),"""The MF [mossy fiber] projection [of dentate granule cells] to CA1 in European hedgehogs was present at midposterior (Fig.  2D) to temporal levels only, or along the entire septotemporal extent of the hippocampus.  By demonstrating an overlap of MF terminal-like, Timm stained elements and pyramidal cells with small cell nuclei corresponding to CA1 pyramidal cells, Gaarskjaer (1986) later provided evidence that the most temporal levels of the rat CA1 also normally receive a MF projection, a phenomenon which might therefore appear to be rather common among species.""","p91, right bot","DG (+)2201p-CA3 00110 granule cells (GC)

<European hedgehogs have A:CA1>,
<most temporal levels in rat have A:CA1>,
<Gaarskjaer (1986) not yet cited>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,,DWW
,JR,,,612010,DG (+)2201p-CA3 00110 granule cells (GC),"""A dogmatic generalization of the absence of an MF [mossy fiber] projection [of dentate granule cells] to CA1 to all species, was, however, proven to be wrong by the discovery that MFs occasionally project into CA1 in some domestic cats (Fig. 2C) (Laurberg and Zimmer, 1980) and is normal in European hedgehogs (Fig. 2D) (Gaarskjaer et al., 1982; West et al., 1984).""","p91, right mid","DG (+)2201p-CA3 00110 granule cells (GC)

<European hedgehogs have A:CA1>,
<Gaarskjaer (1982) not yet cited>,
<West (1984) not yet cited>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,,DWW
,JR,,,612011,DG (+)2201p-CA3 00110 granule cells (GC),"""The findings were not entirely surprising, however, because short, thick diverging processes and the thin, up to 30 microm-long filamentous or filopodial processes had been noted by Ramon y Cajal (1911) as extending from the angles of the large, irregularly shaped MF [mossy fiber] terminals [of dentate granule cells] in the dentate hilus and CA3.  These extensions appear to constitute a separate, major presynaptic MF element, contacting defined types of inhibitory GABA[gamma amino butyric acid]ergic and peptidergic interneurons in the dentate hilus and the CA3 (Amaral, 1979; Claiborne et al., 1986; Frotscher et al., 1994; Acsady et al., 1998; Henze et al., 2000; Vida and Frotscher, 2000, and references therein).""","p95, right bot","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:A:DG:H]{#3},
<contact mossy cells and GABAergic &
peptidergic interneurons in DG:H>,
<contact pyramidal neurons and GABAergic
& peptidergic interneurons in CA3>,
<Amaral (1979), Frotscher (1994), Henze (2000),
Vida (2000) are not yet cited>,
<Claiborne (1986), Acsady (1998) are in this packet>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,1,DWW
,JR,,,612012,DG (+)2201p-CA3 00110 granule cells (GC),"""While the large MF [mossy fiber] terminals [of dentate granule cells] normally appear to exclusively make synaptic contact with CA3 pyramidal cells and hilar mossy cells (Acsady et al., 1998), other presynaptic MF terminals contact interneurons in hilus and CA3.  These presynaptic elements are smaller, do not have multiple active zones, and are located en passant or at the end of short or long thin filopodia extending from the giant MF boutons (Acsady et al., 1998), often up to nine per giant bouton (Amaral, 1979; Amaral and Dent, 1981; Frotscher, 1985).""","p96, right mid","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:A:DG:H]{#3},
<boutons form en passant synapses>,
<contact interneurons in DG:H and CA3>,
<Acsady (1998) is in this packet>,
<Amaral (1979) is not yet cited>,
<Amaral (1981) is not yet cited>,
<Frotscher (1985) is not yet cited>","Blaabjerg M, Zimmer J","The dentate mossy fibers: structural organization, development and plasticity","The Dentate Gyrus: A Comprehensive Guide to Structure, Function, and Clinical Implications",2007,17765713,,,,,,,1,DWW
0,AnK,,AnK,612013,CA3 (+)23223p-CA2 0101-CA1 0101 pyramidal cells a/b (PC ab),"""Pyramidal neurons in the CA3a subfield (closest to CA1) arborize primarily in the stratum oriens of CA1, whereas neurons in CA3c (closer to the hilus [of the dentate gyrus]) collateralize more extensively in the stratum radiatum of CA1  (Ishizuka et al., 1990; Li et al., 1994).  In one complete reconstruction, the highest density of boutons in CA1 clustered about 600 to 800 microm from the CA3 neuron in both the septal and temporal directions (Sik et al., 1993). These  axons  contribute  to  the  Schaffer  collaterd  inputs  to CA1  pyramidd neurons. Another group of axon collaterals is localized in the stratum oriens and stratum radiatum of CA3, comprising  the extensive  associational  connection  common between  CA3  pyramidal  neurons.""","p156, right top","CA3 (+)23223p-CA2 0101-CA1 0101 pyramidal cells a/b (PC ab)

[Y:CA3:pyramidal:D:CA3:SR_SO]{#3},
[Y:CA3:pyramidal:A:CA3:SR_SO]{#3},
[Y:CA3:pyramidal:A:CA1:SR_SO]{#4}","Spruston N, McBain C",Structual and Functional Properties of Hippocampal Neurons,The Hippocampus Book,2007,978-0-19-510027-3,main source,,,,,,1,DWW
,JR,,JR,612014,DG (-)2232 basket cells (BC),"""Approximately 1% of the 11,000 synapses made by a single [dentate] BC [basket cell] axon in the GC [granule cell] layer are onto other BCs (Sik  et  al. 1997), with 3-7 synapses per postsynaptic cell (Bartos  et al. 2001).  Consequently, each BC in the dentate gyrus contacts approximately 35 other BCs.""","p511, bot","DG (-)2232 basket cells (BC)

[Y:DG:basket:A:DG:SG]{#3},
<@@ unknown @@>

<Sik et al., 1997, is in this packet>,
<Bartos et al., 2001, is in this packet>,
<1% of contacts onto other basket cells>","Morgan RJ, Soltesz I",Microcircuit Model of the Dentate Gyrus in Epilepsy,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,,"120034, 290056",,,,,1,basket unknown
,JR,,JR,612015,DG (+)0103 mossy cells (MC),"""A single filled [dentate] MC [mossy cell] axon has been reported to make 35,000 synapses in the inner molecular layer (Buckmaster et al. 1996; Wenzel et al. 1997).  Assuming a single synapse per postsynaptic cell, a single MC is estimated to contact 30,000-35,000 GCs [granule cells]. Of the 2,700 synapses made by a single MC [mossy cell] axon in the hilus [of the dentate gyrus], about 40% target GABA[gamma amino butyric acid]-negative neurons (Wenzel et al. 1997).  As each MC is estimated to make 1-5 synaptic contacts on a single postsynaptic MC (Buckmaster et al. 1996), it is estimated that each MC contacts about 350 other MCs.  (This is likely to be a generous estimate since it is based on the assumption that all GAD [glutamic acid decarboxylase] negative somata in the hilus represent MCs.) The remaining 60% of the [dentate] hilar MC [mossy cell] axons target GABA[gamma amino butyric acid]-positive cells (Buckmaster et al. 1996; Wenzel et al. 1997), with no reports demonstrating MC synapses onto IS [interneuron-selective] cells.  Assuming that  there is no preferential target selectivity between HIPP [hilar perforant path-associated] and HICAP [hilar commissural-associational pathway related] cells and that each postsynaptic hilar intemeuron receives two synaptic contacts from a single MC axon (Buckmaster et al. 1996), each MC is estimated to contact 600 HIPP and 200 HICAP cells.  There is very low MC to intemeuron connectivity in the inner molecular layer (Wenzel et al. 1997); MCs could contact 5-10 basket and axo-axonic cells and approximately 5 MOPP [molecular layer perforant-path associated] cells with somata in the inner molecular layer (Han et al. 1993).""","p511, mid","DG (+)0103 mossy cells (MC)

[Y:DG:mossy:A:DG:SMi_H]{#3},

<Buckmaster (1996) is in this packet>","Morgan RJ, Soltesz I",Microcircuit Model of the Dentate Gyrus in Epilepsy,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,,"120034, 290056",,,,,1,DWW
,JR,,JR,612016,DG (+)0103 mossy cells (MC),"""MCs [mossy cells] [in the dentate gyrus] receive axo-axonic cell input (Ribak et al. 1985), and with the comparatively small fraction of axons from axo-axonic cells in the hilus (Han et al. 1993; Freund and Buzsaki 1996), it can be estimated that axo-axonic cells target a number of MCs equal to about 5% of their GC [granule cell] targets, which results in approximately 150 MCs. Since axo-axonic cells [in the dentate gyrus] primarily target the axon initial segment of non-GABA[gamma amino butyric acid]ergic cells (Halasy and Somogyi 1993; Freund and Buzsaki 1996), it may be assumed that these cells do not project to interneurons.""","p512, mid","DG (+)0103 mossy cells (MC)

[Y:DG:mossy:S:DG:H]{#3}","Morgan RJ, Soltesz I",Microcircuit Model of the Dentate Gyrus in Epilepsy,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,,"120034, 290056",,,,,1,DWW
,JR,,JR,612017,DG (-)2233 axo-axonic (AA) cells ,"""Since axo-axonic cells [in the dentate gyrus] primarily target the axon initial segment of non-GABA[gamma amino butyric acid]ergic cells (Halasy and Somogyi 1993; Freund and Buzsaki 1996), it may be assumed that these cells do not project to interneurons.""","p512, mid","DG (-)2233 axo-axonic (AA) cells 

[Y:DG:axo-axonic:A:DG:SG]{#4}

<target axon initial segments of granule cells>","Morgan RJ, Soltesz I",Microcircuit Model of the Dentate Gyrus in Epilepsy,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,,"120034, 290056",,,,,1,DWW
,JR,,JR,612018,DG (-)2322 hilar commissural-associational pathway related (HICAP) neurons,"""Although the total axonal length of HICAP [hilar commissural-associational pathway-related] cells [in the dentate gyrus] is only about half of that of HIPP [hilar perforant path-associated] cells, the number of MOPP [molecular layer perforant path-associated] cells targeted is assumed to be the same (~10-20), as the HICAP cell axons primarily project to the inner molecular layer where both cell bodies and proximal dendrites of MOPP cells are located (Han et al. 1993).""","p513, bot","DG (-)2322 hilar commissural-associational pathway related (HICAP) neurons

[Y:DG:HICAP:A:DG:SMi]{#4}","Morgan RJ, Soltesz I",Microcircuit Model of the Dentate Gyrus in Epilepsy,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,,"120034, 290056",,,,,1,DWW
,MR,,MR,612019,"CA1 neurogliaform 3000, CA1 neurogliaform 3000-DG3000","""These interneurons have short stellate dendrites and an extensive axonal arbor mainly located in the stratum lacunosum moleculare.""","p6775, Abstract","CA1 neurogliaform 3000
[Y:CA1:neurogliaform:D:CA1:SLM]{#3},
[Y:CA1:neurogliaform:A:CA1:SLM]{#3}

CA1 (-)3000p-DG 3000 neurogliaform projecting (NGF proj) neurons
[Y:CA1:neurogliaform:D:CA1:SLM]{#3},
[Y:CA1:neurogliaform:A:CA1:SLM]{#3}","Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,,,,,,,,DWW
,MR,,MR,612020,methods,"""Horizontal sections (300-320 microm) were made consisting of the dorsal hippocampus and attached entorhinal cortex""","p6776, left mid",<300-320 microm sections from dorsal hippocampus>,"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,,,,,,,,DWW
0,NZ,,AnK,612021,CA1 (-)2232 basket cells (BC),"""The [basket cell] axonal arbour may be restricted to the pyramidal layer [of the CA1] or spread to varying degrees to str. oriens and radiatum with consequent shift in the proportion of output synapses on dendrites (Pawelzik et al. 2002). The consequences, if any, of such differences in the effect and role of the cells are unknown. Those cells terminating exclusively in the pyramidal layer may be misidentified as axo-axonic cells without EM data. The radial dendrites enter str. lacunosum-moleculare, but they rarely branch (Buhl et al. 1994a; Pawelzik et al. 2002).""","p13, right top","CA1 (-)2232 basket cells (BC)

<Rule 4, Section 3, Subsection ii, Clause 3 - perisomatic axonal targeting interpreted as PCL>

[Y:CA1:basket PV:A:CA1:SP]{#3}
[Y:CA1:basket PV:D:CA1:SLM]{#4}","Somogyi P, Klausberger T",Defined types of cortical interneurone structure space and spike timing in the hippocampus,The Journal of Physiology,2005,15539390,,,,,,,,DWW
